"fips","name","isstate","category","statcode","year","value"
5,"Arkansas",1,"Education","age13_17",2006,0.05699482
5,"Arkansas",1,"Education","age4_5",2006,0.08860759
5,"Arkansas",1,"Education","age6_12",2006,0.06923077
5,"Arkansas",1,"Education","col",2006,0.21272931
5,"Arkansas",1,"Education","lTHS",2006,0.36368436
5,"Arkansas",1,"English_Proficiency","engPro",2006,0.736251
5,"Arkansas",1,"English_Proficiency","eppars",2006,0.35102674
5,"Arkansas",1,"English_Proficiency","limEng",2006,0.263749
5,"Arkansas",1,"English_Proficiency","linIso",2006,0.30406117
5,"Arkansas",1,"English_Proficiency","noeppars",2006,0.49702233
5,"Arkansas",1,"English_Proficiency","oneleppar",2006,0.64897323
5,"Arkansas",1,"Family_Structure","fourkid",2006,0.05942432
5,"Arkansas",1,"Family_Structure","onekid",2006,0.17788167
5,"Arkansas",1,"Family_Structure","sPar",2006,0.2043241
5,"Arkansas",1,"Family_Structure","tPar",2006,0.79567587
5,"Arkansas",1,"Family_Structure","threekid",2006,0.39352682
5,"Arkansas",1,"Family_Structure","twokid",2006,0.36916718
5,"Arkansas",1,"Population","Percent",2006,0.00317945
5,"Arkansas",1,"Population","Share",2006,0.92499548
5,"Arkansas",1,"Population","TotalNum",2006,50000
5,"Arkansas",1,"Poverty_Income_and_Benefit_Receipt","LIWF",2006,0.57728088
5,"Arkansas",1,"Poverty_Income_and_Benefit_Receipt","home",2006,0.61885792
5,"Arkansas",1,"Poverty_Income_and_Benefit_Receipt","pov100",2006,0.23802245
5,"Arkansas",1,"Poverty_Income_and_Benefit_Receipt","pov200",2006,0.64020288
5,"Arkansas",1,"Poverty_Income_and_Benefit_Receipt","work",2006,0.93468642
6,"California",1,"Citizenship","citCitPar",2006,0.53526831
6,"California",1,"Citizenship","citNotCitPar",2006,0.35148206
6,"California",1,"Citizenship","notCit",2006,0.11324962
6,"California",1,"Country_of_Origin_of_Parents","Africa",2006,0.01518979
6,"California",1,"Country_of_Origin_of_Parents","centralAmerica",2006,0.088234
6,"California",1,"Country_of_Origin_of_Parents","eAsia",2006,0.12902518
6,"California",1,"Country_of_Origin_of_Parents","europe",2006,0.06077027
6,"California",1,"Country_of_Origin_of_Parents","mexico",2006,0.57533032
6,"California",1,"Country_of_Origin_of_Parents","midEast",2006,0.05463134
6,"California",1,"Country_of_Origin_of_Parents","seAsia",2006,0.05688525
6,"California",1,"Country_of_Origin_of_Parents","southAmerica",2006,0.01993388
6,"California",1,"Education","HS",2006,0.42748818
6,"California",1,"Education","NIS35",2006,0.43394351
6,"California",1,"Education","NIS617",2006,0.01800426
6,"California",1,"Education","age0_3",2006,0.48732394
6,"California",1,"Education","age13_17",2006,0.45825738
6,"California",1,"Education","age4_5",2006,0.49810606
6,"California",1,"Education","age6_12",2006,0.48396739
6,"California",1,"Education","col",2006,0.2418187
6,"California",1,"Education","lTHS",2006,0.33069313
6,"California",1,"English_Proficiency","engPro",2006,0.78740931
6,"California",1,"English_Proficiency","eppars",2006,0.31638816
6,"California",1,"English_Proficiency","limEng",2006,0.21259069
6,"California",1,"English_Proficiency","linIso",2006,0.29347268
6,"California",1,"English_Proficiency","noeppars",2006,0.521128
6,"California",1,"English_Proficiency","oneleppar",2006,0.68361187
6,"California",1,"Family_Structure","fourkid",2006,0.07673317
6,"California",1,"Family_Structure","onekid",2006,0.1727035
6,"California",1,"Family_Structure","sPar",2006,0.18040769
6,"California",1,"Family_Structure","tPar",2006,0.8195923
6,"California",1,"Family_Structure","threekid",2006,0.39205
6,"California",1,"Family_Structure","twokid",2006,0.35851333
6,"California",1,"Population","Percent",2006,0.2925728
6,"California",1,"Population","Share",2006,0.556701
6,"California",1,"Population","TotalNum",2006,4601000
6,"California",1,"Poverty_Income_and_Benefit_Receipt","LIWF",2006,0.43465513
6,"California",1,"Poverty_Income_and_Benefit_Receipt","home",2006,0.52392358
6,"California",1,"Poverty_Income_and_Benefit_Receipt","pov100",2006,0.22170123
6,"California",1,"Poverty_Income_and_Benefit_Receipt","pov200",2006,0.52542198
6,"California",1,"Poverty_Income_and_Benefit_Receipt","work",2006,0.89783406
8,"Colorado",1,"Citizenship","citCitPar",2006,0.49374044
8,"Colorado",1,"Citizenship","citNotCitPar",2006,0.32603762
8,"Colorado",1,"Citizenship","notCit",2006,0.18022195
8,"Colorado",1,"Country_of_Origin_of_Parents","Africa",2006,0.03353184
8,"Colorado",1,"Country_of_Origin_of_Parents","centralAmerica",2006,0.04020463
8,"Colorado",1,"Country_of_Origin_of_Parents","eAsia",2006,0.06855089
8,"Colorado",1,"Country_of_Origin_of_Parents","europe",2006,0.14184688
8,"Colorado",1,"Country_of_Origin_of_Parents","mexico",2006,0.61496276
8,"Colorado",1,"Country_of_Origin_of_Parents","midEast",2006,0.03872397
8,"Colorado",1,"Country_of_Origin_of_Parents","seAsia",2006,0.04419522
8,"Colorado",1,"Country_of_Origin_of_Parents","southAmerica",2006,0.01798381
8,"Colorado",1,"Education","HS",2006,0.42827299
8,"Colorado",1,"Education","NIS35",2006,0.56036687
8,"Colorado",1,"Education","NIS617",2006,0.04436609
8,"Colorado",1,"Education","age0_3",2006,0.21673004
8,"Colorado",1,"Education","age13_17",2006,0.16819572
8,"Colorado",1,"Education","age4_5",2006,0.2238806
8,"Colorado",1,"Education","age6_12",2006,0.19864559
8,"Colorado",1,"Education","col",2006,0.25447306
8,"Colorado",1,"Education","lTHS",2006,0.31725395
8,"Colorado",1,"English_Proficiency","engPro",2006,0.76397365
8,"Colorado",1,"English_Proficiency","eppars",2006,0.34448153
8,"Colorado",1,"English_Proficiency","limEng",2006,0.23602635
8,"Colorado",1,"English_Proficiency","linIso",2006,0.32902947
8,"Colorado",1,"English_Proficiency","noeppars",2006,0.49902633
8,"Colorado",1,"English_Proficiency","oneleppar",2006,0.65551847
8,"Colorado",1,"Family_Structure","fourkid",2006,0.07051482
8,"Colorado",1,"Family_Structure","onekid",2006,0.16879949
8,"Colorado",1,"Family_Structure","sPar",2006,0.18124031
8,"Colorado",1,"Family_Structure","tPar",2006,0.81875968
8,"Colorado",1,"Family_Structure","threekid",2006,0.38268661
8,"Colorado",1,"Family_Structure","twokid",2006,0.37799907
8,"Colorado",1,"Population","Percent",2006,0.01456187
8,"Colorado",1,"Population","Share",2006,0.81679237
8,"Colorado",1,"Population","TotalNum",2006,229000
8,"Colorado",1,"Poverty_Income_and_Benefit_Receipt","LIWF",2006,0.49060738
8,"Colorado",1,"Poverty_Income_and_Benefit_Receipt","home",2006,0.62883383
8,"Colorado",1,"Poverty_Income_and_Benefit_Receipt","pov100",2006,0.22822611
8,"Colorado",1,"Poverty_Income_and_Benefit_Receipt","pov200",2006,0.57932174
8,"Colorado",1,"Poverty_Income_and_Benefit_Receipt","work",2006,0.8951304
9,"Connecticut",1,"Citizenship","citCitPar",2006,0.64878547
9,"Connecticut",1,"Citizenship","citNotCitPar",2006,0.20045376
9,"Connecticut",1,"Citizenship","notCit",2006,0.15076078
9,"Connecticut",1,"Country_of_Origin_of_Parents","Africa",2006,0.17365162
9,"Connecticut",1,"Country_of_Origin_of_Parents","centralAmerica",2006,0.09723848
9,"Connecticut",1,"Country_of_Origin_of_Parents","eAsia",2006,0.08185225
9,"Connecticut",1,"Country_of_Origin_of_Parents","europe",2006,0.32168466
9,"Connecticut",1,"Country_of_Origin_of_Parents","mexico",2006,0.05234203
9,"Connecticut",1,"Country_of_Origin_of_Parents","midEast",2006,0.09106497
9,"Connecticut",1,"Country_of_Origin_of_Parents","seAsia",2006,0.02410717
9,"Connecticut",1,"Country_of_Origin_of_Parents","southAmerica",2006,0.15805884
9,"Connecticut",1,"Education","HS",2006,0.46383923
9,"Connecticut",1,"Education","NIS35",2006,0.36243042
9,"Connecticut",1,"Education","NIS617",2006,0.01804459
9,"Connecticut",1,"Education","age0_3",2006,0.21875
9,"Connecticut",1,"Education","age13_17",2006,0.1632653
9,"Connecticut",1,"Education","age4_5",2006,0.20224719
9,"Connecticut",1,"Education","age6_12",2006,0.19122256
9,"Connecticut",1,"Education","col",2006,0.44926938
9,"Connecticut",1,"Education","lTHS",2006,0.08689138
9,"Connecticut",1,"English_Proficiency","engPro",2006,0.89039177
9,"Connecticut",1,"English_Proficiency","eppars",2006,0.57428372
9,"Connecticut",1,"English_Proficiency","limEng",2006,0.10960823
9,"Connecticut",1,"English_Proficiency","linIso",2006,0.18067427
9,"Connecticut",1,"English_Proficiency","noeppars",2006,0.28436166
9,"Connecticut",1,"English_Proficiency","oneleppar",2006,0.42571628
9,"Connecticut",1,"Family_Structure","fourkid",2006,0.03803921
9,"Connecticut",1,"Family_Structure","onekid",2006,0.24268533
9,"Connecticut",1,"Family_Structure","sPar",2006,0.16818628
9,"Connecticut",1,"Family_Structure","tPar",2006,0.83181375
9,"Connecticut",1,"Family_Structure","threekid",2006,0.30017003
9,"Connecticut",1,"Family_Structure","twokid",2006,0.41910544
9,"Connecticut",1,"Population","Percent",2006,0.00972911
9,"Connecticut",1,"Population","Share",2006,0.82426298
9,"Connecticut",1,"Population","TotalNum",2006,153000
9,"Connecticut",1,"Poverty_Income_and_Benefit_Receipt","LIWF",2006,0.218182
9,"Connecticut",1,"Poverty_Income_and_Benefit_Receipt","home",2006,0.68867558
9,"Connecticut",1,"Poverty_Income_and_Benefit_Receipt","pov100",2006,0.09316151
9,"Connecticut",1,"Poverty_Income_and_Benefit_Receipt","pov200",2006,0.27251911
9,"Connecticut",1,"Poverty_Income_and_Benefit_Receipt","work",2006,0.92471415
10,"Delaware",1,"Citizenship","citCitPar",2006,0.59927672
10,"Delaware",1,"Citizenship","citNotCitPar",2006,0.29033259
10,"Delaware",1,"Citizenship","notCit",2006,0.11039068
10,"Delaware",1,"Country_of_Origin_of_Parents","Africa",2006,0.22311921
10,"Delaware",1,"Country_of_Origin_of_Parents","centralAmerica",2006,0.08668335
10,"Delaware",1,"Country_of_Origin_of_Parents","eAsia",2006,0.06989827
10,"Delaware",1,"Country_of_Origin_of_Parents","europe",2006,0.17930266
10,"Delaware",1,"Country_of_Origin_of_Parents","mexico",2006,0.26640609
10,"Delaware",1,"Country_of_Origin_of_Parents","midEast",2006,0.09139559
10,"Delaware",1,"Country_of_Origin_of_Parents","seAsia",2006,0.02206352
10,"Delaware",1,"Country_of_Origin_of_Parents","southAmerica",2006,0.0611313
10,"Delaware",1,"Education","HS",2006,0.3817282
10,"Delaware",1,"Education","NIS35",2006,0.38195819
10,"Delaware",1,"Education","NIS617",2006,0.06363127
10,"Delaware",1,"Education","age0_3",2006,0.17391305
10,"Delaware",1,"Education","age13_17",2006,0.10344828
10,"Delaware",1,"Education","age4_5",2006,0.13636364
10,"Delaware",1,"Education","age6_12",2006,0.13157895
10,"Delaware",1,"Education","col",2006,0.406367
10,"Delaware",1,"Education","lTHS",2006,0.21190481
10,"Delaware",1,"English_Proficiency","engPro",2006,0.87058049
10,"Delaware",1,"English_Proficiency","eppars",2006,0.52981681
10,"Delaware",1,"English_Proficiency","limEng",2006,0.12941952
10,"Delaware",1,"English_Proficiency","linIso",2006,0.2184435
10,"Delaware",1,"English_Proficiency","noeppars",2006,0.36987454
10,"Delaware",1,"English_Proficiency","oneleppar",2006,0.47018319
10,"Delaware",1,"Family_Structure","fourkid",2006,0.0656937
10,"Delaware",1,"Family_Structure","onekid",2006,0.19022387
10,"Delaware",1,"Family_Structure","sPar",2006,0.12116674
10,"Delaware",1,"Family_Structure","tPar",2006,0.87883323
10,"Delaware",1,"Family_Structure","threekid",2006,0.37810087
10,"Delaware",1,"Family_Structure","twokid",2006,0.36598155
10,"Delaware",1,"Population","Percent",2006,0.0017169
10,"Delaware",1,"Population","Share",2006,0.88263971
10,"Delaware",1,"Population","TotalNum",2006,27000
10,"Delaware",1,"Poverty_Income_and_Benefit_Receipt","LIWF",2006,0.32929355
10,"Delaware",1,"Poverty_Income_and_Benefit_Receipt","home",2006,0.62824422
10,"Delaware",1,"Poverty_Income_and_Benefit_Receipt","pov100",2006,0.15892631
10,"Delaware",1,"Poverty_Income_and_Benefit_Receipt","pov200",2006,0.37881595
10,"Delaware",1,"Poverty_Income_and_Benefit_Receipt","work",2006,0.94160354
11,"District of Columbia",1,"Citizenship","citCitPar",2006,0.41247907
11,"District of Columbia",1,"Citizenship","citNotCitPar",2006,0.41161361
11,"District of Columbia",1,"Citizenship","notCit",2006,0.17590731
11,"District of Columbia",1,"Country_of_Origin_of_Parents","Africa",2006,0.23017867
11,"District of Columbia",1,"Country_of_Origin_of_Parents","centralAmerica",2006,0.42183137
11,"District of Columbia",1,"Country_of_Origin_of_Parents","eAsia",2006,0.0913177
11,"District of Columbia",1,"Country_of_Origin_of_Parents","europe",2006,0.14603573
11,"District of Columbia",1,"Country_of_Origin_of_Parents","mexico",2006,0.03847013
11,"District of Columbia",1,"Country_of_Origin_of_Parents","midEast",2006,0.02761027
11,"District of Columbia",1,"Country_of_Origin_of_Parents","seAsia",2006,0.00731435
11,"District of Columbia",1,"Country_of_Origin_of_Parents","southAmerica",2006,0.03724176
11,"District of Columbia",1,"Education","HS",2006,0.34609157
11,"District of Columbia",1,"Education","NIS35",2006,0.43287411
11,"District of Columbia",1,"Education","NIS617",2006,0.04161319
11,"District of Columbia",1,"Education","age0_3",2006,0.2
11,"District of Columbia",1,"Education","age13_17",2006,0.12903225
11,"District of Columbia",1,"Education","age4_5",2006,0.16666667
11,"District of Columbia",1,"Education","age6_12",2006,0.175
11,"District of Columbia",1,"Education","col",2006,0.36809045
11,"District of Columbia",1,"Education","lTHS",2006,0.28581798
11,"District of Columbia",1,"English_Proficiency","engPro",2006,0.81478608
11,"District of Columbia",1,"English_Proficiency","eppars",2006,0.50608599
11,"District of Columbia",1,"English_Proficiency","limEng",2006,0.18521391
11,"District of Columbia",1,"English_Proficiency","linIso",2006,0.21962591
11,"District of Columbia",1,"English_Proficiency","noeppars",2006,0.35957566
11,"District of Columbia",1,"English_Proficiency","oneleppar",2006,0.49391401
11,"District of Columbia",1,"Family_Structure","fourkid",2006,0.06632452
11,"District of Columbia",1,"Family_Structure","onekid",2006,0.27399182
11,"District of Columbia",1,"Family_Structure","sPar",2006,0.29544947
11,"District of Columbia",1,"Family_Structure","tPar",2006,0.7045505
11,"District of Columbia",1,"Family_Structure","threekid",2006,0.31793708
11,"District of Columbia",1,"Family_Structure","twokid",2006,0.3417466
11,"District of Columbia",1,"Population","Percent",2006,0.0011446
11,"District of Columbia",1,"Population","Share",2006,0.87602031
11,"District of Columbia",1,"Population","TotalNum",2006,18000
11,"District of Columbia",1,"Poverty_Income_and_Benefit_Receipt","LIWF",2006,0.36266756
11,"District of Columbia",1,"Poverty_Income_and_Benefit_Receipt","home",2006,0.40293133
11,"District of Columbia",1,"Poverty_Income_and_Benefit_Receipt","pov100",2006,0.17367771
11,"District of Columbia",1,"Poverty_Income_and_Benefit_Receipt","pov200",2006,0.41382018
11,"District of Columbia",1,"Poverty_Income_and_Benefit_Receipt","work",2006,0.93188065
12,"Florida",1,"Citizenship","citCitPar",2006,0.57466519
12,"Florida",1,"Citizenship","citNotCitPar",2006,0.26090571
12,"Florida",1,"Citizenship","notCit",2006,0.1644291
12,"Florida",1,"Country_of_Origin_of_Parents","Africa",2006,0.21578519
12,"Florida",1,"Country_of_Origin_of_Parents","centralAmerica",2006,0.28334269
12,"Florida",1,"Country_of_Origin_of_Parents","eAsia",2006,0.03751281
12,"Florida",1,"Country_of_Origin_of_Parents","europe",2006,0.10471265
12,"Florida",1,"Country_of_Origin_of_Parents","mexico",2006,0.11706333
12,"Florida",1,"Country_of_Origin_of_Parents","midEast",2006,0.0424883
12,"Florida",1,"Country_of_Origin_of_Parents","seAsia",2006,0.01576908
12,"Florida",1,"Country_of_Origin_of_Parents","southAmerica",2006,0.18332595
12,"Florida",1,"Education","HS",2006,0.50879502
12,"Florida",1,"Education","NIS35",2006,0.42307979
12,"Florida",1,"Education","NIS617",2006,0.02577276
12,"Florida",1,"Education","age0_3",2006,0.31257078
12,"Florida",1,"Education","age13_17",2006,0.27568492
12,"Florida",1,"Education","age4_5",2006,0.30357143
12,"Florida",1,"Education","age6_12",2006,0.29237846
12,"Florida",1,"Education","col",2006,0.33921099
12,"Florida",1,"Education","lTHS",2006,0.15199399
12,"Florida",1,"English_Proficiency","engPro",2006,0.85477513
12,"Florida",1,"English_Proficiency","eppars",2006,0.49004498
12,"Florida",1,"English_Proficiency","limEng",2006,0.1452249
12,"Florida",1,"English_Proficiency","linIso",2006,0.23075832
12,"Florida",1,"English_Proficiency","noeppars",2006,0.36476514
12,"Florida",1,"English_Proficiency","oneleppar",2006,0.50995499
12,"Florida",1,"Family_Structure","fourkid",2006,0.04503171
12,"Florida",1,"Family_Structure","onekid",2006,0.25322294
12,"Florida",1,"Family_Structure","sPar",2006,0.22212431
12,"Florida",1,"Family_Structure","tPar",2006,0.77787566
12,"Florida",1,"Family_Structure","threekid",2006,0.28872958
12,"Florida",1,"Family_Structure","twokid",2006,0.41301578
12,"Florida",1,"Population","Percent",2006,0.07490779
12,"Florida",1,"Population","Share",2006,0.74603307
12,"Florida",1,"Population","TotalNum",2006,1178000
12,"Florida",1,"Poverty_Income_and_Benefit_Receipt","LIWF",2006,0.39390549
12,"Florida",1,"Poverty_Income_and_Benefit_Receipt","home",2006,0.64720792
12,"Florida",1,"Poverty_Income_and_Benefit_Receipt","pov100",2006,0.17460892
12,"Florida",1,"Poverty_Income_and_Benefit_Receipt","pov200",2006,0.4656952
12,"Florida",1,"Poverty_Income_and_Benefit_Receipt","work",2006,0.91495776
13,"Georgia",1,"Citizenship","citCitPar",2006,0.49061373
13,"Georgia",1,"Citizenship","citNotCitPar",2006,0.33619732
13,"Georgia",1,"Citizenship","notCit",2006,0.17318895
13,"Georgia",1,"Country_of_Origin_of_Parents","Africa",2006,0.16889997
13,"Georgia",1,"Country_of_Origin_of_Parents","centralAmerica",2006,0.08594211
13,"Georgia",1,"Country_of_Origin_of_Parents","eAsia",2006,0.08220969
13,"Georgia",1,"Country_of_Origin_of_Parents","europe",2006,0.11643635
13,"Georgia",1,"Country_of_Origin_of_Parents","mexico",2006,0.36264449
13,"Georgia",1,"Country_of_Origin_of_Parents","midEast",2006,0.07821716
13,"Georgia",1,"Country_of_Origin_of_Parents","seAsia",2006,0.04600286
13,"Georgia",1,"Country_of_Origin_of_Parents","southAmerica",2006,0.05964737
13,"Georgia",1,"Education","HS",2006,0.42113677
13,"Georgia",1,"Education","NIS35",2006,0.48349521
13,"Georgia",1,"Education","NIS617",2006,0.03214555
13,"Georgia",1,"Education","age0_3",2006,0.18592058
13,"Georgia",1,"Education","age13_17",2006,0.11463047
13,"Georgia",1,"Education","age4_5",2006,0.17216118
