GROUPCODE,STATCODE,STAT,ISSTATE,MetroName,MetroCode,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013,y2014,y2015,y2016,y2017,y2018,y2019,y2020
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Boise City, ID",14260,.9398576,.95113713,.89416528,.86892492,.86515439,.86110008,.91442281,.91462934,.90271497,.92419285,.94217771,.91564399,.88909787,.92998624,.95274299
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Boston-Cambridge-Newton, MA-NH",14460,.89135355,.89536059,.90439552,.90754968,.89720887,.89281416,.89793974,.90117359,.89278054,.90835172,.91639763,.91171056,.91538531,.91899502,.91883391
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Bridgeport-Stamford-Norwalk, CT",14860,.92850637,.93648297,.94907415,.96658731,.93054849,.89275181,.90581703,.92689115,.9416256,.94600099,.92566633,.91775829,.92815089,.9520815,.91704232
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Buffalo-Cheektowaga-Niagara Falls, NY",15380,.86690187,.86865288,.9398948,.84351861,.78822553,.83358496,.86183131,.84599042,.81991774,.8294729,.86000896,.84801388,.862387,.88859618,.84554321
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Cape Coral-Fort Myers, FL",15980,.87044287,.9409194,.93599725,.92031837,.84371871,.82764649,.85982817,.8595978,.87761784,.86523002,.88570905,.89786518,.90789843,.93569827,.93474305
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Charleston-North Charleston, SC",16700,.91602904,.93006349,.92993194,.87445819,.84809864,.92693406,.98108369,.90607548,.89833987,.9568516,.9640128,.97433782,.95977795,.95833617,.96225303
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Charlotte-Concord-Gastonia, NC-SC",16740,.91309565,.92866373,.94134283,.93218744,.90737426,.88824356,.90455198,.92925876,.92799991,.94700795,.93664455,.92017156,.9430269,.95125598,.91738582
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Chattanooga, TN-GA",16860,.99384379,.90002298,.88881403,.88245547,.90066439,.90370852,.88992673,.9375422,.94459039,.96537,.97622222,.95144069,.94040006,.96458888,.96843594
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Chicago-Naperville-Elgin, IL-IN-WI",16980,.93247688,.94219255,.94874233,.93972516,.92554754,.91319716,.91682899,.9313395,.93599296,.93269354,.94064867,.94724751,.94288433,.94150871,.93792105
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Cincinnati, OH-KY-IN",17140,.92503375,.92877483,.93650162,.92626351,.92373955,.85804409,.8494727,.9280259,.89760631,.89214838,.90966529,.90253919,.8824051,.88784784,.94756061
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Cleveland-Elyria, OH",17460,.88509774,.927212,.93308598,.93743777,.94557506,.90979785,.88496184,.90253764,.90449178,.90889186,.93007898,.92796946,.93219316,.92399615,.92119604
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Colorado Springs, CO",17820,.85105264,.84464765,.84711158,.85489178,.86217868,.91424221,.87343341,.83789194,.89893258,.91055244,.9127388,.91993129,.92209649,.95735621,.93216187
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Columbia, SC",17900,.88987088,.90285563,.94368237,.94012445,.91261107,.85972482,.84615135,.89939094,.94948572,.95571882,.9153735,.89675832,.92411119,.92680836,.92129058
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Columbus, OH",18140,.83956087,.8822704,.89828175,.88075638,.836317,.86671811,.90414429,.91458523,.92168349,.87654883,.87039566,.90785086,.91226751,.93345511,.94628024
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Dallas-Fort Worth-Arlington, TX",19100,.92796135,.94373965,.9491362,.93792051,.92871141,.93181849,.92701536,.93313175,.94268847,.94217944,.94869733,.95472461,.95646679,.95100981,.93736994
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Dayton, OH",19380,.93255049,.87273031,.82764548,.84406465,.85542369,.92109996,.90109253,.76768047,.8177318,.85692298,.84986383,.84883457,.87620074,.96766776,.92825454
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Deltona-Daytona Beach-Ormond Beach, FL",19660,.87755913,.84610659,.87011993,.88814116,.89831007,.92170084,.87000269,.8564142,.89978766,.92759776,.93587643,.89456826,.90668923,.89331806,.8555159
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Denver-Aurora-Lakewood, CO",19740,.90478152,.91655928,.92592275,.91930616,.90814531,.9050566,.91267329,.91458017,.90377963,.92001235,.93151748,.93338215,.95433235,.94950187,.9292984
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Des Moines-West Des Moines, IA",19780,.90695667,.86684704,.91623169,.95965075,.94827813,.91832298,.93305051,.86962014,.84287137,.91171145,.9489224,.92722178,.91354042,.94082814,.94616503
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Detroit-Warren-Dearborn, MI",19820,.88275701,.89151454,.88971287,.86250436,.84675533,.82972372,.84100533,.86804819,.88420826,.91744417,.90579659,.89412576,.89474469,.88411194,.88617873
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"El Paso, TX",21340,.79809022,.81946659,.84725225,.87385654,.84252071,.83973885,.83353454,.83640778,.86029744,.86304879,.88468647,.87262619,.87692875,.88379735,.87457883
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Fresno, CA",23420,.79683602,.82441533,.86085385,.84994143,.82282048,.82809758,.81873834,.79655075,.82783651,.8705864,.87143028,.86095834,.87687939,.8695938,.8643378
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Grand Rapids-Wyoming, MI",24340,.89262664,.87721521,.90539098,.93589127,.88836849,.90994477,.9345668,.86573172,.85180092,.89647913,.90227354,.87240642,.89732009,.94065285,.9502095
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Greensboro-High Point, NC",24660,.84946609,.86169094,.93211579,.89149672,.84460223,.85454541,.84984779,.85727996,.90612817,.95178819,.94738668,.9436208,.90603077,.8570745,.81730664
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Greenville-Anderson-Mauldin, SC",24860,.9103151,.92522049,.86953253,.84818906,.84578943,.88421816,.93787414,.92031109,.95741194,.94686788,.93108952,.92031854,.94034386,.97681719,.9624455
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Harrisburg-Carlisle, PA",25420,.92186046,.90490568,.93047959,.92224252,.91452724,.86608505,.79570484,.81169355,.87625033,.9073956,.90237677,.95141327,.9970957,.99129057,.86890554
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Hartford-West Hartford-East Hartford, CT",25540,.91943759,.92508477,.92407447,.93650299,.92998934,.92717111,.9315806,.92381698,.9463827,.9401136,.9112469,.91886562,.93770891,.93883836,.92689544
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Houston-The Woodlands-Sugar Land, TX",26420,.93049675,.94030547,.94593805,.93560338,.92125589,.90507495,.90760535,.92623967,.93451285,.93049413,.92497265,.9269582,.93195069,.93546677,.91434997
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Indianapolis-Carmel-Anderson, IN",26900,.91908228,.90790969,.91604483,.91350901,.90723968,.90120465,.89570498,.92487365,.93317991,.93129241,.9231531,.8937102,.90360188,.91028267,.88462573
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Jackson, MS",27140,.9057973,-97,-97,.97509241,.97372174,-97,-97,.99122798,1,.93887305,.91055232,.95594424,.99482787,.99587989,.95620292
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Jacksonville, FL",27260,.92722416,.9176119,.93178892,.92745811,.89576983,.89930147,.89308339,.89460719,.92031807,.92016369,.91531891,.92501748,.92868441,.9151426,.90780491
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Kansas City, MO-KS",28140,.86591727,.89024848,.92900187,.9313584,.89862502,.88619387,.90912008,.90812629,.88625783,.91252452,.95173866,.937603,.90235388,.90357327,.93225896
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Knoxville, TN",28940,.91283041,.878465,.91296667,.90720296,.85182422,.8980217,.9340083,.87367588,.8385613,.87259996,.94352168,.90352684,.85486662,.91867477,.94879264
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Lakeland-Winter Haven, FL",29460,.9085269,.90827036,.93025661,.91993302,.90444016,.90464371,.90280855,.91373235,.91143012,.89889187,.91344345,.93802917,.95001227,.95616269,.92026299
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Las Vegas-Henderson-Paradise, NV",29820,.92615521,.93739605,.94721431,.92083412,.88600975,.86121231,.87077522,.89306509,.90623444,.91873747,.92779571,.93547851,.93563545,.93934149,.93608248
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Little Rock-North Little Rock-Conway, AR",30780,.99453354,.9676131,.97498459,.92988342,.88227463,.90953463,.91927117,.96398968,.91329753,.91972822,.98878264,.95938516,.92636812,.94340205,.9079743
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Los Angeles-Long Beach-Anaheim, CA",31080,.90187573,.91410619,.92223227,.91577131,.89995086,.88983786,.88871419,.89304328,.9012413,.91108334,.91642886,.91940653,.92388684,.92888242,.91829753
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Louisville/Jefferson County, KY-IN",31140,.88694113,.87684238,.91009706,.88970125,.86608982,.84855819,.82842493,.82918078,.82980615,.91773045,.92338377,.88188291,.88652366,.86551261,.87127113
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Madison, WI",31540,.92712981,.93571991,.91395682,.91250318,.95297086,.95625728,.90809482,.93681264,.95857668,.87778419,.91315728,.9707309,.97785503,.94420284,.94153059
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"McAllen-Edinburg-Mission, TX",32580,.77905756,.81532556,.80257314,.8080557,.80331057,.80417794,.80962002,.82098186,.82511038,.8215003,.82434207,.84927601,.86503142,.8451826,.84808505
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Memphis, TN-MS-AR",32820,.91525829,.94265354,.90482306,.90429413,.93402404,.88779253,.8494792,.88741922,.92623496,.92839116,.88293433,.91309083,.94169462,.90913606,.90720218
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Miami-Fort Lauderdale-West Palm Beach, FL",33100,.91344279,.92846817,.93121815,.92150342,.90460622,.88074821,.87831479,.9007917,.91131949,.91604996,.92074269,.92065889,.9262464,.9319436,.91973782
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Milwaukee-Waukesha-West Allis, WI",33340,.94073117,.91992366,.90695119,.94185269,.92383051,.89122486,.88475817,.88903832,.91158098,.94261891,.95009649,.93340087,.91195101,.89697093,.92407423
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Minneapolis-St. Paul-Bloomington, MN-WI",33460,.87063342,.8726505,.90083802,.89971286,.86849916,.88007134,.88641471,.89923042,.91131335,.90917826,.91472119,.91730559,.91728199,.90547049,.90039134
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,.92237854,.88824952,.89699394,.9149186,.89661783,.88197082,.90824723,.90822393,.89860243,.93468034,.95240521,.91610056,.90222192,.9191364,.9411605
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"New Haven-Milford, CT",35300,.92368323,.94189602,.95048565,.93500572,.92115545,.92921466,.90724325,.88214809,.87420964,.87714756,.91119665,.92568302,.90230674,.90949482,.89614826
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"New Orleans-Metairie, LA",35380,.83120763,.90190554,.91812795,.94751328,.93348324,.91995949,.89880937,.83931994,.86229461,.91522533,.94074607,.91190279,.89135385,.92913842,.94031382
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"New York-Newark-Jersey City, NY-NJ-PA",35620,.89620358,.90469253,.91494977,.92108303,.91265416,.90717286,.90416193,.9048385,.91222584,.91819882,.92363209,.92509812,.92270136,.92629021,.91175276
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"North Port-Sarasota-Bradenton, FL",35840,.94007999,.95193678,.91585648,.87106121,.854617,.8503257,.84722596,.86711514,.90397775,.93120503,.93082857,.93062717,.93390369,.94948101,.96960932
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Ogden-Clearfield, UT",36260,.90072644,.94958967,.98579562,.97209883,.9256478,.92670524,.9489029,.93366563,.9125306,.9004786,.92859238,.96168739,.94425666,.93359971,.94936442
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Oklahoma City, OK",36420,.86645597,.88515693,.94005823,.92221773,.90572429,.92139798,.93098783,.93242437,.95485288,.96598727,.93476331,.93059111,.95998347,.95199615,.9459967
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Omaha-Council Bluffs, NE-IA",36540,.86985832,.92110795,.96396649,.97995877,.97382712,.93731558,.89121103,.91093868,.92650884,.94229156,.93711424,.88126725,.8981387,.93432015,.94184613
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Orlando-Kissimmee-Sanford, FL",36740,.92339957,.92865467,.93805778,.92414635,.89418805,.87833202,.87319857,.87645799,.89035064,.9009282,.91117072,.90186208,.90956807,.93790567,.91497415
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Oxnard-Thousand Oaks-Ventura, CA",37100,.94216448,.94505882,.94458675,.93464404,.90612847,.87282944,.87705165,.91946185,.92478561,.93228704,.94078434,.94821715,.95257008,.9510591,.94808453
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Palm Bay-Melbourne-Titusville, FL",37340,.94472885,.94123775,.93724471,.94127458,.86492378,.84352386,.88627917,.90089238,.89739209,.87350547,.89048523,.88124901,.84129137,.91344839,.94983053
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",37980,.90182054,.91689134,.91947961,.92743784,.92326736,.90662318,.9028818,.90035456,.89701676,.91017336,.91147673,.91207677,.92741716,.93938571,.91617125
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Phoenix-Mesa-Scottsdale, AZ",38060,.90029997,.9148252,.91951793,.8927629,.85369825,.85171318,.8755579,.88558263,.89699483,.91638809,.91371357,.91895348,.93541551,.93886739,.9165352
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Pittsburgh, PA",38300,.92947805,.88930905,.91312033,.9593665,.94496131,.9431743,.93100804,.90963453,.91442949,.94835526,.94944149,.8769443,.87045312,.92214358,.92353255
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Portland-Vancouver-Hillsboro, OR-WA",38900,.9194088,.93389535,.93721461,.92225158,.89598238,.87576783,.89000773,.91963178,.93237829,.93128097,.91759723,.92752218,.94919306,.93703407,.91077048
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Providence-Warwick, RI-MA",39300,.84257245,.89600509,.89491284,.87733799,.85227352,.84021395,.86571544,.88839883,.88863629,.8954106,.89740723,.90076149,.89325172,.8967911,.92591769
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Provo-Orem, UT",39340,.93146497,.94342184,.91311961,.8972562,.90090853,.90384674,.94195473,.95287985,.93662596,.93471742,.91559029,.92458975,.93449968,.94069618,.90429294
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Raleigh, NC",39580,.90255326,.93241632,.94326037,.93290776,.91685528,.89511728,.88850409,.90059006,.90907449,.93768966,.95612305,.93341023,.93550783,.95983076,.96008813
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Richmond, VA",40060,.94812602,.9448275,.92228884,.91366553,.93697608,.93840683,.93556243,.93774229,.92930639,.93193793,.9439019,.94565302,.94262767,.94503653,.94704384
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Riverside-San Bernardino-Ontario, CA",40140,.90989882,.92395991,.92146927,.89318621,.86795259,.86167777,.86849207,.8800739,.89038527,.89838481,.90575469,.91108525,.91179013,.91691267,.91837156
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Rochester, NY",40380,.85448366,.81710517,.89458805,.9565953,.88928258,.81792396,.79197484,.85764349,.92194754,.9223178,.90592587,.8780908,.89931101,.92124045,.92690998
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Sacramento--Roseville--Arden-Arcade, CA",40900,.90273368,.89993012,.90299726,.87258834,.86530405,.87488079,.87417716,.87280118,.86581135,.88074768,.90089905,.91136056,.90241641,.90342695,.89701629
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"St. Louis, MO-IL",41180,.90744507,.95036125,.94931126,.90691811,.88776171,.8692522,.88920099,.92454499,.90003204,.87958282,.89634573,.94667262,.94380343,.9165144,.92471921
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Salt Lake City, UT",41620,.92181611,.92076093,.95111388,.95755208,.94557506,.93243575,.90641129,.89328086,.93046987,.94780105,.95007581,.94349372,.94142747,.94602054,.94657934
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"San Antonio-New Braunfels, TX",41700,.91932684,.89588106,.91245157,.93106264,.91573828,.90715688,.91467655,.89914131,.89760458,.90975666,.91894412,.92192441,.92254275,.9218604,.9208715
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"San Diego-Carlsbad, CA",41740,.8969593,.91051602,.91207755,.8995676,.88968587,.87818807,.87744313,.88189799,.88364768,.89947706,.90243393,.91281497,.92679471,.91900164,.91446382
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"San Francisco-Oakland-Hayward, CA",41860,.91891807,.91349709,.92057377,.93263394,.92308831,.90885526,.91093135,.93027794,.94279331,.94864219,.94843078,.9439168,.94842809,.9493531,.93665552
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"San Jose-Sunnyvale-Santa Clara, CA",41940,.91553843,.92403841,.935013,.93929303,.9326728,.93190014,.92877829,.930269,.94933224,.95918596,.95338804,.948623,.95804542,.96764404,.96193767
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Scranton--Wilkes-Barre--Hazleton, PA",42540,.66240937,.91994268,.95440763,.91002941,.81899571,.85071921,.92122298,.85282725,.81004179,.80493677,.77424365,.86267304,.9001404,.88130093,.89280075
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Seattle-Tacoma-Bellevue, WA",42660,.90829974,.8983838,.90901351,.92071462,.90275186,.87376869,.8661865,.8953619,.91883183,.91867799,.91778272,.92752522,.92728764,.92925769,.93455881
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Spokane-Spokane Valley, WA",44060,.83292747,.85766864,.88171232,.90364456,.87823611,.81452942,.84365302,.8939296,.90227628,.85174984,.85130018,.92283648,.94478893,.95678383,.89429241
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Springfield, MA",44140,.85468972,.84370446,.86602402,.85995513,.83205634,.86694247,.78155011,.77044249,.87170684,.8745929,.85063899,.84165025,.93846416,.96389484,.92926192
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Stockton-Lodi, CA",44700,.85471869,.89155775,.89360434,.88988876,.86937958,.84676051,.86018765,.86463094,.88389671,.89484543,.89907783,.92774665,.92984653,.91795695,.91831332
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Syracuse, NY",45060,.85596222,.78124613,.79268825,.83659112,.81560558,.8513366,.88586855,.88794541,.87090927,.78840756,.71588552,.8089202,.85622334,.79578179,.82846749
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Tampa-St. Petersburg-Clearwater, FL",45300,.91344011,.91052514,.91131592,.91131771,.89500755,.88100183,.8758412,.90255719,.92744172,.92755991,.92106205,.91597313,.92525387,.92454767,.91676414
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Toledo, OH",45780,.96386254,.94208854,.87644786,.88115728,.95083684,.91401601,.83691174,.83871067,.84760457,.84299481,.90533853,.93442929,.88794059,.90450948,.98082072
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Tucson, AZ",46060,.89594561,.89508641,.90375865,.89073199,.87867087,.85459936,.84674662,.89618969,.90642387,.86662459,.8846783,.90751052,.89137322,.9190678,.91654074
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Tulsa, OK",46140,.95803285,.90903854,.91221207,.94236857,.8933515,.90035671,.93432558,.93514091,.9425835,.95297986,.94997132,.95770442,.96124959,.93752527,.93346006
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Urban Honolulu, HI",46520,.92848158,.92063808,.91780055,.93569249,.95639068,.93589896,.92756897,.93146181,.93829238,.95249826,.93631536,.92314601,.93541628,.94551629,.93553549
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Virginia Beach-Norfolk-Newport News, VA-NC",47260,.9365235,.92827535,.91865009,.93677104,.95284635,.9679203,.91427976,.90231979,.93027705,.90885234,.91585964,.91194493,.90754908,.93139338,.94290006
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,.94775194,.95505822,.95964348,.95407295,.94970006,.94338799,.94807535,.95370793,.94652957,.94576234,.94520634,.9473623,.9536072,.95540625,.94372344
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Wichita, KS",48620,.90237123,.96506119,.98922783,.96292603,.9061839,.89560854,.93351483,.93092978,.87867868,.87103826,.92171293,.91268647,.90276754,.94902098,.89159477
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Winston-Salem, NC",49180,.92604059,.95023966,.9303059,.92686594,.88255781,.89485741,.92260969,.89515543,.91712832,.91545093,.88583535,.9094072,.9240281,.91624033,.94054842
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Worcester, MA-CT",49340,.92906088,.89232701,.91379249,.94384325,.90677339,.89112866,.90521264,.87742442,.8867268,.91756165,.92946535,.94057012,.93819112,.93333346,.90209764
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Youngstown-Warren-Boardman, OH-PA",49660,-97,-97,-97,.9008221,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97
"Poverty_Income_and_Benefit_Receipt","LIWF","In low income working families",0,"Akron, OH",10420,.32897931,.26851851,.24144778,.31714141,.33028027,.36766779,.32826167,.19938967,.18312241,.20230922,.23404568,.16898277,.18306318,.3137688,.30374661
"Poverty_Income_and_Benefit_Receipt","LIWF","In low income working families",0,"Albany-Schenectady-Troy, NY",10580,.20290242,.18006106,.1842014,.22806463,.32927769,.35008585,.30996591,.2972984,.29174936,.26270196,.24445109,.26926672,.30110177,.29877838,.20788749
"Poverty_Income_and_Benefit_Receipt","LIWF","In low income working families",0,"Albuquerque, NM",10740,.53803688,.54351437,.51851213,.52316868,.54696095,.59386772,.58775538,.53031486,.53845823,.56236172,.5539819,.47815272,.46162742,.43042323,.34437701
"Poverty_Income_and_Benefit_Receipt","LIWF","In low income working families",0,"Allentown-Bethlehem-Easton, PA-NJ",10900,.38029933,.3578006,.30618355,.3168852,.29720953,.31412664,.31768522,.33250526,.35600343,.34793222,.35404217,.33087555,.3265717,.31808648,.30448508
"Poverty_Income_and_Benefit_Receipt","LIWF","In low income working families",0,"Atlanta-Sandy Springs-Roswell, GA",12060,.38527828,.41019028,.44167757,.4605855,.45840329,.45990065,.48480797,.50251132,.49537012,.47385794,.45290765,.44220597,.43917534,.4201557,.36331168
"Poverty_Income_and_Benefit_Receipt","LIWF","In low income working families",0,"Augusta-Richmond County, GA-SC",12260,.27564022,.36860743,.46067056,.36451069,.28378621,.45700672,.46744686,.42404237,.49902102,.50379133,.51155668,.50601059,.46852821,.36695674,.30666035
"Poverty_Income_and_Benefit_Receipt","LIWF","In low income working families",0,"Austin-Round Rock, TX",12420,.45857328,.46204686,.48155633,.54261839,.55758452,.53616685,.50399953,.459856,.48653331,.49933815,.44788188,.41801196,.43134204,.40521887,.30856979
"Poverty_Income_and_Benefit_Receipt","LIWF","In low income working families",0,"Bakersfield, CA",12540,.61005944,.59737217,.53401154,.54588789,.56151664,.57785589,.58677006,.56500268,.58699113,.62367088,.60703021,.57637304,.55061233,.56928033,.55626613
"Poverty_Income_and_Benefit_Receipt","LIWF","In low income working families",0,"Baltimore-Columbia-Towson, MD",12580,.19669807,.21104601,.2056127,.24987163,.25753021,.24674685,.26403666,.28592041,.30363366,.28386959,.25671425,.24167047,.23918122,.24975616,.23523393
"Poverty_Income_and_Benefit_Receipt","LIWF","In low income working families",0,"Baton Rouge, LA",12940,.47073013,.35089687,.31843698,.38379082,.33576202,.3449454,.39126846,.35066602,.30020049,.32965219,.42006707,.4856984,.49143782,.35643598,.22887079
"Poverty_Income_and_Benefit_Receipt","LIWF","In low income working families",0,"Birmingham-Hoover, AL",13820,.41328216,.40146583,.45694709,.49972877,.54567909,.51253271,.49098068,.58819973,.62231249,.57993251,.51883757,.54102248,.5221107,.49440095,.52768183
"Poverty_Income_and_Benefit_Receipt","LIWF","In low income working families",0,"Boise City, ID",14260,.58514696,.5425579,.48217982,.50085288,.50802696,.50378352,.49682361,.46921912,.49777654,.51235753,.51356924,.49827844,.42719463,.39099544,.38038442
"Poverty_Income_and_Benefit_Receipt","LIWF","In low income working families",0,"Boston-Cambridge-Newton, MA-NH",14460,.26248649,.25634837,.2544609,.24328719,.25113127,.26757985,.27452025,.26854926,.27128661,.2897273,.27809897,.26218534,.26552099,.26385051,.23548883
"Poverty_Income_and_Benefit_Receipt","LIWF","In low income working families",0,"Bridgeport-Stamford-Norwalk, CT",14860,.20504615,.1999443,.2438581,.28719327,.25920445,.26388574,.28350165,.29616037,.3005279,.27958027,.25659761,.27696171,.34039921,.36077833,.29058114
"Poverty_Income_and_Benefit_Receipt","LIWF","In low income working families",0,"Buffalo-Cheektowaga-Niagara Falls, NY",15380,.2566762,.34075552,.43546888,.29146874,.34172443,.4284339,.37365347,.36913306,.40210068,.38486528,.39556354,.39157346,.37542453,.42656934,.39520061
"Poverty_Income_and_Benefit_Receipt","LIWF","In low income working families",0,"Cape Coral-Fort Myers, FL",15980,.48185006,.46098071,.46360317,.4901315,.48753622,.53685427,.61225176,.51799583,.51732928,.51954836,.46436471,.48434955,.51397288,.48426339,.41949469
"Poverty_Income_and_Benefit_Receipt","LIWF","In low income working families",0,"Charleston-North Charleston, SC",16700,.424261,.38259161,.39811671,.46695957,.46961793,.52070123,.5489589,.48397735,.45743954,.473052,.4823671,.5023371,.4956626,.41053525,.36505121
"Poverty_Income_and_Benefit_Receipt","LIWF","In low income working families",0,"Charlotte-Concord-Gastonia, NC-SC",16740,.50047547,.49799916,.47715771,.45947608,.48822996,.54667974,.54749376,.52257657,.49267849,.49639782,.51029497,.47702408,.44959539,.40896058,.39281794
"Poverty_Income_and_Benefit_Receipt","LIWF","In low income working families",0,"Chattanooga, TN-GA",16860,.43052503,.34080446,.34734014,.42387712,.4182997,.35937503,.48387244,.63758606,.52662688,.56765556,.57623315,.53855127,.55682814,.50060779,.42474791
"Poverty_Income_and_Benefit_Receipt","LIWF","In low income working families",0,"Chicago-Naperville-Elgin, IL-IN-WI",16980,.40831995,.4155784,.41428497,.42963311,.44038394,.44879094,.46075639,.45619783,.45137018,.43654013,.41804662,.41106701,.39939675,.37557465,.32721859
"Poverty_Income_and_Benefit_Receipt","LIWF","In low income working families",0,"Cincinnati, OH-KY-IN",17140,.3053849,.35011446,.29926091,.27740398,.29868078,.28131762,.25066656,.33473977,.33545583,.30690849,.32369584,.29367897,.29259169,.3231833,.32928064
